,id,Cause,Object,Occupation
1022,200604544,Falls,lift,driver
1023,201186525,Falls,no_object,coworker
1024,202588729,Caught in/between Objects,paint,contractor
1025,202471777,Falls,no_object,contractor
1026,201573615,Electrocution,sprinkler,no_occupation
1027,200022986,Falls,gas,contractor
1028,201701729,Falls,water-heater,no_occupation
1029,202648333,Struck By Moving Objects,combustion-engine,owner
1030,200923639,Falls,deck,contractor
1031,201187135,Falls,truck,foreman
1032,202369617,Caught in/between Objects,no_object,coroner
1033,202588687,Falls,no_object,no_occupation
1034,200361731,Struck By Moving Objects,taper-tie,sewer
1035,202637203,Falls,no_object,contractor
1036,202523338,Caught in/between Objects,slab,no_occupation
1037,200103794,Struck By Moving Objects,lift,laborer
1038,202490850,Caught in/between Objects,rail,engineer
1039,200784635,Falls,column,no_occupation
1040,201353638,Struck By Moving Objects,run,no_occupation
1041,170368674,Caught in/between Objects,beam,no_occupation
1042,170838106,Falls,no_object,owner
1043,202346706,Collapse of object,garage,no_occupation
1044,201572153,Struck By Moving Objects,no_object,no_occupation
1045,201281417,Struck By Moving Objects,no_object,no_occupation
1046,171060866,Falls,no_object,no_occupation
1047,201404886,Falls,no_object,no_occupation
1048,170869069,Struck By Moving Objects,dunnage,foreman
1049,202287520,Falls,beam,no_occupation
1050,14508709,Falls,beam,no_occupation
1051,202126553,Struck By Moving Objects,drain-box,excavator
1052,200901973,Falls,scaffold,coworker
1053,200355774,Falls,no_object,no_occupation
1054,200831055,Caught in/between Objects,no_object,no_occupation
1055,170627103,Caught in/between Objects,no_object,no_occupation
1056,200625705,Falls,no_object,no_occupation
1057,202023594,Falls,no_object,signalman
1058,200513737,Caught in/between Objects,bucket,no_occupation
1059,200353126,Caught in/between Objects,catch-basin,no_occupation
1060,201402823,Struck By Moving Objects,crane,no_occupation
1061,200710366,Electrocution,power-line,no_occupation
1062,14396113,Struck By Moving Objects,no_object,no_occupation
1063,170126643,Falls,bucket,no_occupation
1064,14200158,Caught in/between Objects,rebar,foreman
1065,14271027,Falls,platform,no_occupation
1066,202540266,Struck By Moving Objects,no_object,posterior
1067,200713527,Struck By Moving Objects,no_object,no_occupation
1068,200374296,Struck By Moving Objects,bull-bloat,no_occupation
1069,201043106,Caught in/between Objects,float-handle,no_occupation
1070,201862836,Struck By Moving Objects,metal-handle,coworker
1071,200231587,Struck By Moving Objects,bull-float,no_occupation
1072,202076022,Struck By Moving Objects,carbon-monoxide,contractor
1073,201067451,Electrocution,power-line,no_occupation
1074,201751070,Struck By Moving Objects,bull-float,no_occupation
1075,200966562,Electrocution,power-line,contractor
1076,201403722,Electrocution,power-line,no_occupation
1077,201161163,Electrocution,power-line,no_occupation
1078,170707434,Electrocution,power-line,no_occupation
1079,170167910,Electrocution,power-line,no_occupation
1080,200670743,Electrocution,power-line,no_occupation
1081,200010080,Electrocution,power-line,no_occupation
1082,170192470,Electrocution,power-line,contractor
1083,14528137,Electrocution,power-line,no_occupation
1084,1002468,Electrocution,power-line,no_occupation
1085,14377782,Electrocution,power-line,no_occupation
1086,201078623,Struck By Moving Objects,steel,laborer
1087,201129384,Falls,no_object,owner
1088,202587333,Struck By Moving Objects,saw,subcontractor
1089,201523966,Falls,form,no_occupation
1090,202648192,Struck By Moving Objects,no_object,contractor
1091,201185964,Falls,deck,carpenter
1092,202543203,Falls,no_object,contractor
1093,202626594,Collapse of object,no_object,gather
1094,202543013,Falls,no_object,carpenter
1095,202521191,Caught in/between Objects,no_object,coworker
1096,201128618,Struck By Moving Objects,mixer-truck,no_occupation
1097,200123206,Caught in/between Objects,truck,no_occupation
1098,201781333,Falls,mortar-mixer,no_occupation
1099,202448155,Caught in/between Objects,cement-mixer,no_occupation
1100,170363485,Struck By Moving Objects,no_object,no_occupation
1101,201168143,Caught in/between Objects,hose,contractor
1102,201954542,Struck By Moving Objects,no_object,no_occupation
1103,202345039,Struck By Moving Objects,mixer,no_occupation
1104,200714244,Falls,panel,foreman
1105,201494739,Falls,no_object,coworker
1106,200533537,Falls,part,no_occupation
1107,202079158,Falls,panel,no_occupation
1108,202559019,Falls,beam,coworker
1109,200212256,Falls,no_object,no_occupation
1110,202014460,Other,no_object,worker
1111,200012474,Struck By Moving Objects,control,supervisor
1112,200032571,Falls,no_object,no_occupation
1113,202441689,Falls,lid,contractor
1114,200271328,Falls,panel,carpenter
1115,201117462,Caught in/between Objects,section,no_occupation
1116,202552428,Falls,avoid,contractor
1117,200651651,Caught in/between Objects,loader,driver
1118,202586301,Caught in/between Objects,pipe-trench,no_occupation
1119,200357804,Falls,pipe,no_occupation
1120,201573557,Caught in/between Objects,pipe,coworker
1121,200758712,Struck By Moving Objects,saw,sewer
1122,202549317,Caught in/between Objects,saw,no_occupation
1123,201043775,Struck By Moving Objects,pipe,no_occupation
1124,200612745,Caught in/between Objects,saw,no_occupation
1125,200801645,Caught in/between Objects,saw,no_occupation
1126,202004792,Falls,no_object,sewer
1127,200823300,Caught in/between Objects,pipe,driver
1128,202443396,Struck By Moving Objects,backhoe-bucket,excavator
1129,201992021,Falls,pipe,coworker
1130,202658324,Struck By Moving Objects,no_object,supervisor
1131,200632297,Struck By Moving Objects,pump,no_occupation
1132,200677714,Struck By Moving Objects,no_object,no_occupation
1133,200232239,Collapse of object,bridge,no_occupation
1134,202288890,Caught in/between Objects,pumping-machine,no_occupation
1135,201072238,Caught in/between Objects,hose,builder
1136,200784171,Struck By Moving Objects,tansformer,no_occupation
1137,202495271,Caught in/between Objects,pump,no_occupation
1138,202126488,Struck By Moving Objects,arc-flash,no_occupation
1139,200603389,Struck By Moving Objects,truck,no_occupation
1140,201168036,Struck By Moving Objects,sledge-hammer,no_occupation
1141,201148152,Caught in/between Objects,no_object,no_occupation
1142,201858586,Caught in/between Objects,pump-hose,no_occupation
1143,170868301,Caught in/between Objects,no_object,no_occupation
1144,202441705,Caught in/between Objects,pump,contractor
1145,202544904,Falls,no_object,coworker
1146,202523130,Caught in/between Objects,get,no_occupation
1147,201129319,Falls,no_object,no_occupation
1148,202554960,Falls,no_object,labor
1149,202656518,Struck By Moving Objects,grinder,owner
1150,200785491,Struck By Moving Objects,truck,no_occupation
1151,201354321,Falls,no_object,no_occupation
1152,200626513,Collapse of object,no_object,no_occupation
1153,202081295,Falls,no_object,no_occupation
1154,202494340,Collapse of object,no_object,no_occupation
1155,200074730,Falls,no_object,no_occupation
1156,202005526,Struck By Moving Objects,cardiovascular-disease,supervisor
1157,201044955,Struck By Moving Objects,truck,driver
1158,202531331,Electrocution,power-line,subcontractor
1159,202561437,Struck By Moving Objects,truck,no_occupation
1160,201128170,Falls,no_object,foreman
1161,201925443,Struck By Moving Objects,runaway-truck,driver
1162,202528303,Struck By Moving Objects,truck,driver
1163,202685988,Falls,no_object,no_occupation
1164,202675195,Falls,no_object,no_occupation
1165,202691663,Falls,no_object,no_occupation
1166,200771525,Electrocution,necklace,no_occupation
1167,14308027,Electrocution,power-line,no_occupation
1168,300793593,Caught in/between Objects,hose,no_occupation
1169,201055662,Electrocution,power-line,worker
1170,14484802,Electrocution,power-line,no_occupation
1171,202509212,Falls,no_object,no_occupation
1172,201077559,Caught in/between Objects,no_object,lineman
1173,200359719,Falls,no_object,electrician
1174,202542841,Falls,poll-box,no_occupation
1175,201523610,Electrocution,power-line,no_occupation
1176,201353927,Struck By Moving Objects,conduit,coworker
1177,201924776,Falls,no_object,no_occupation
1178,202597993,Falls,trip,no_occupation
1179,202488094,Falls,no_object,coworker
1180,200625168,Falls,ladder,no_occupation
1181,202584843,Caught in/between Objects,bit,laborer
1182,202556510,Falls,no_object,journeyman
1183,202531521,Falls,no_object,coworker
1184,200534865,Struck By Moving Objects,no_object,technician
1185,201186244,Falls,no_object,no_occupation
1186,201857067,Struck By Moving Objects,test-equipment,plumber
1187,202554077,Other,no_object,worker
1188,200981173,Struck By Moving Objects,no_object,no_occupation
1189,202615290,Electrocution,cover,contractor
1190,202479739,Falls,no_object,contractor
1191,202722096,Falls,no_object,no_occupation
1192,200362135,Falls,shoulder,coworker
1193,201076031,Falls,chill-box,no_occupation
1194,202612206,Falls,hand,driller
1195,200651636,Struck By Moving Objects,no_object,worker
1196,313666265,Electrocution,power-line,electrician
1197,14194252,Struck By Moving Objects,tar,contractor
1198,202588984,Falls,no_object,laborer
1199,202510087,Falls,utility-pole,no_occupation
1200,202654687,Falls,plate,carpenter
1201,202556478,Caught in/between Objects,no_object,no_occupation
1202,201023660,Falls,ladder,no_occupation
1203,201984788,Falls,cooling-tower,no_occupation
1204,200621456,Falls,cooling-unit,no_occupation
1205,200781219,Caught in/between Objects,tower,no_occupation
1206,200800282,Caught in/between Objects,cooling-tower,no_occupation
1207,14411359,Falls,tower,no_occupation
1208,201186483,Falls,equipment,decker
1209,201955184,Struck By Moving Objects,cord,welder
1210,310810320,Struck By Moving Objects,skill-saw,no_occupation
1211,202357216,Caught in/between Objects,radio-cord,no_occupation
1212,201701505,Caught in/between Objects,saw,worker
1213,200811172,Struck By Moving Objects,no_object,conductor
1214,200604395,Electrocution,power-line,plumber
1215,200997914,Electrocution,water-meter,journeyman
1216,200555639,Falls,no_object,pipefitter
1217,201043825,Caught in/between Objects,scissorlift,coworker
1218,201353448,Electrocution,faulty-cord,interrupter
1219,202446605,Caught in/between Objects,no_object,carpenter
1220,201179736,Other,crawl,no_occupation
1221,201038403,Struck By Moving Objects,cord,owner
1222,200052660,Caught in/between Objects,reversing-polarity,supervisor
1223,202126678,Falls,no_object,no_occupation
1224,201405628,Falls,no_object,no_occupation
1225,14331524,Other,aluminum-reflector,reflector
1226,201086774,Caught in/between Objects,acid,supervisor
1227,202357729,Falls,no_object,coworker
1228,201116167,Caught in/between Objects,lift,no_occupation
1229,845370,Falls,tower,foreman
1230,14198600,Falls,scaffold-platform,leaver
1231,14541742,Falls,rig,no_occupation
1232,201487444,Struck By Moving Objects,distress,mistvapor
1233,171061567,Struck By Moving Objects,unknown-dust,no_occupation
1234,201129764,Struck By Moving Objects,elevator-counter,coworker
1235,202469359,Falls,garage,supervisor
1236,201925104,Struck By Moving Objects,no_object,no_occupation
1237,200758829,Caught in/between Objects,trac-hoe,foreman
1238,201169778,Caught in/between Objects,slope,no_occupation
1239,201043239,Caught in/between Objects,no_object,worker
1240,202088241,Struck By Moving Objects,no_object,no_occupation
1241,201183746,Caught in/between Objects,elevator,coworker
1242,202078101,Caught in/between Objects,no_object,coworker
1243,202675492,Falls,no_object,no_occupation
1244,201045077,Falls,spine,excavator
1245,201408630,Falls,no_object,mechanic
1246,202545422,Falls,no_object,no_occupation
1247,202556056,Falls,no_object,roofer
1248,202544912,Struck By Moving Objects,metal-plate,laborer
1249,200376168,Falls,no_object,no_occupation
1250,201044906,Falls,hole,foreman
1251,202523304,Struck By Moving Objects,bathroom-facility,coworker
1252,200042174,Struck By Moving Objects,no_object,mechanic
1253,202685749,Other,no_object,turner
1254,201924768,Struck By Moving Objects,ball,no_occupation
1255,201483351,Caught in/between Objects,crane,no_occupation
1256,14258107,Struck By Moving Objects,crane,no_occupation
1257,14298087,Falls,crane,no_occupation
1258,14506216,Falls,ball,no_occupation
1259,202574075,Struck By Moving Objects,crane,no_occupation
1260,200603728,Falls,walkway,no_occupation
1261,201071180,Struck By Moving Objects,no_object,owner
1262,200772010,Caught in/between Objects,no_object,no_occupation
1263,201501244,Caught in/between Objects,pulley,no_occupation
1264,201981362,Struck By Moving Objects,no_object,no_occupation
1265,200880094,Struck By Moving Objects,crane,no_occupation
1266,948166,Struck By Moving Objects,pulley,no_occupation
1267,170178255,Struck By Moving Objects,crane-sheave,no_occupation
1268,202478681,Electrocution,power-line,contractor
1269,200375673,Caught in/between Objects,no_object,no_occupation
1270,202252110,Caught in/between Objects,equipment,no_occupation
1271,200625861,Falls,crane,no_occupation
1272,200556066,Struck By Moving Objects,crane,foreman
1273,200374916,Falls,no_object,no_occupation
1274,200925725,Struck By Moving Objects,crane,laborer
1275,202597217,Struck By Moving Objects,no_object,no_occupation
1276,200677847,Struck By Moving Objects,no_object,foreman
1277,202483863,Struck By Moving Objects,no_object,coworker
1278,200122976,Struck By Moving Objects,crane-operator,no_occupation
1279,200002723,Struck By Moving Objects,no_object,no_occupation
1280,201751492,Struck By Moving Objects,crane,no_occupation
1281,201954369,Struck By Moving Objects,crane,worker
1282,201370913,Struck By Moving Objects,crane,freeman
1283,202345237,Struck By Moving Objects,crane-operator,worker
1284,200644078,Struck By Moving Objects,no_object,coworker
1285,14291538,Caught in/between Objects,crane,no_occupation
1286,689273,Caught in/between Objects,crane-carriage,coworker
1287,201581063,Struck By Moving Objects,no_object,no_occupation
1288,201924552,Struck By Moving Objects,crane,lineman
1289,201043809,Caught in/between Objects,no_object,ironworker
1290,201126489,Caught in/between Objects,crane,ironworker
1291,200555035,Caught in/between Objects,railing,no_occupation
1292,202088258,Struck By Moving Objects,crane,worker
1293,201344298,Struck By Moving Objects,no_object,flagman
1294,200713006,Caught in/between Objects,no_object,no_occupation
1295,201923695,Struck By Moving Objects,weight,coworker
1296,200528529,Struck By Moving Objects,excavator-bucket,excavator
1297,200711596,Caught in/between Objects,no_object,no_occupation
1298,200000263,Struck By Moving Objects,crane,no_occupation
1299,906032,Struck By Moving Objects,no_object,heavier
1300,741199,Caught in/between Objects,no_object,subcontractor
1301,14414015,Caught in/between Objects,equipment,excavator
1302,170194567,Caught in/between Objects,crane,foreman
1303,201262649,Caught in/between Objects,no_object,no_occupation
1304,170291249,Falls,crane,mater
1305,200032910,Falls,formwork,farther
1306,200513596,Falls,beam,no_occupation
1307,200674836,Electrocution,crane,conductor
1308,200203081,Falls,steel-column,no_occupation
1309,200623601,Falls,beam,flagman
1310,200553352,Electrocution,crane,coworker
1311,201115011,Caught in/between Objects,h,no_occupation
1312,170871875,Caught in/between Objects,no_object,carpenter
1313,170084644,Falls,steel,no_occupation
1314,14418339,Struck By Moving Objects,no_object,stinger
1315,687970,Falls,no_object,no_occupation
1316,202561601,Struck By Moving Objects,no_object,passenger
1317,202369211,Struck By Moving Objects,no_object,contractor
1318,201331329,Caught in/between Objects,no_object,no_occupation
1319,200375681,Struck By Moving Objects,truck-crane,no_occupation
1320,201354131,Struck By Moving Objects,crane,no_occupation
1321,200264000,Struck By Moving Objects,truck-crane,no_occupation
1322,202530556,Caught in/between Objects,outrigger,supervisor
1323,200802528,Struck By Moving Objects,crane,no_occupation
1324,202502779,Struck By Moving Objects,crane,rigger
1325,202454237,Falls,crane,farther
1326,201380987,Struck By Moving Objects,no_object,spotter
1327,202360582,Struck By Moving Objects,camera-pole,foreman
1328,202495164,Caught in/between Objects,outrigger,no_occupation
1329,200271484,Struck By Moving Objects,crane,no_occupation
1330,201125721,Struck By Moving Objects,crane-operator,no_occupation
1331,201124013,Struck By Moving Objects,crane,no_occupation
1332,202587267,Falls,no_object,no_occupation
1333,200678308,Struck By Moving Objects,glass,handler
1334,200902591,Other,crawl,plumber
1335,201408416,Struck By Moving Objects,volt-conductor,conductor
1336,200359289,Electrocution,power-line,homeowner
1337,202502555,Caught in/between Objects,gasoline,no_occupation
1338,202485264,Other,crawl,owner
1339,201751815,Caught in/between Objects,no_object,no_occupation
1340,200783926,Other,crawl,coworker
1341,200712818,Electrocution,power-line,coworker
1342,201179132,Caught in/between Objects,heating-contractor,contractor
1343,201037538,Other,crawl,contractor
1344,200783587,Struck By Moving Objects,circuit,no_occupation
1345,200271310,Struck By Moving Objects,bob-cat,no_occupation
1346,201058781,Other,duct,laborer
1347,201117512,Other,crawl,owner
1348,200675858,Struck By Moving Objects,pile,driver
1349,200773976,Caught in/between Objects,crane-heel,no_occupation
1350,200150506,Falls,slab,no_occupation
1351,200771228,Struck By Moving Objects,crane,no_occupation
1352,201620523,Struck By Moving Objects,crawler,driver
1353,200000941,Struck By Moving Objects,crane,coworker
1354,170361372,Collapse of object,waste-creosote,litter
1355,202487336,Falls,pole,coworker
1356,200631455,Struck By Moving Objects,wire,lineman
1357,201799020,Falls,crossarm,groundsman
1358,200461614,Caught in/between Objects,crossarm,lineman
1359,200050292,Caught in/between Objects,balance,worker
1360,170611057,Struck By Moving Objects,no_object,conductor
1361,200840718,Struck By Moving Objects,flash-fire,welder
1362,200642049,Struck By Moving Objects,oil-tank,owner
1363,200620391,Struck By Moving Objects,oil-tank,no_occupation
1364,200923019,Struck By Moving Objects,excavator,excavator
1365,202692026,Caught in/between Objects,finger,no_occupation
1366,202510079,Struck By Moving Objects,scraper,contractor
1367,202510186,Caught in/between Objects,inside-pipe,sewer
1368,201127677,Caught in/between Objects,no_object,no_occupation
1369,200784668,Struck By Moving Objects,elbow-connector,foreman
1370,200830537,Other,transponder-box,no_occupation
1371,202626586,Struck By Moving Objects,fuse,lineman
1372,201105699,Falls,transformer,no_occupation
1373,200771418,Electrocution,power-line,worker
1374,948752,Electrocution,power-line,worker
1375,201402914,Electrocution,power-line,no_occupation
1376,170895254,Electrocution,power-line,conductor
1377,201360260,Electrocution,power-line,contractor
1378,170743645,Electrocution,power-line,no_occupation
1379,170336325,Electrocution,power-line,worker
1380,202493771,Falls,gaff,contractor
1381,201115920,Falls,utility-pole,coworker
1382,201065984,Caught in/between Objects,gaff-cut,leather
1383,201405974,Falls,no_object,worker
1384,170869614,Falls,utility-pole,no_occupation
1385,202471348,Struck By Moving Objects,lifting-device,laborer
1386,200023786,Struck By Moving Objects,story-walkway,no_occupation
1387,202089140,Caught in/between Objects,lift,no_occupation
1388,201262656,Collapse of object,building,no_occupation
1389,14407316,Struck By Moving Objects,cyanide,contractor
1390,200626109,Drowning,no_object,no_occupation
1391,200571495,Struck By Moving Objects,excavator,excavator
1392,300787942,Caught in/between Objects,rig,contractor
1393,201404043,Falls,coffer-dam,no_occupation
1394,202457552,Caught in/between Objects,blaster,no_occupation
1395,170588669,Caught in/between Objects,no_object,no_occupation
1396,170355440,Struck By Moving Objects,battery,decker
1397,200980969,Caught in/between Objects,sling,no_occupation
1398,201856788,Caught in/between Objects,no_object,no_occupation
1399,200830735,Struck By Moving Objects,elevator,no_occupation
1400,202570487,Falls,no_object,no_occupation
1401,200362051,Falls,no_object,no_occupation
1402,201079340,Falls,no_object,ironworker
1403,201186921,Falls,deck,carpenter
1404,202509881,Falls,no_object,no_occupation
1405,202675096,Falls,no_object,contractor
1406,202614947,Falls,deck,no_occupation
1407,201497450,Falls,drywall-installer,installer
1408,202544482,Falls,railing,contractor
1409,202509519,Falls,no_object,carpenter
1410,201703485,Falls,panel,laborer
1411,201129053,Struck By Moving Objects,no_object,foreman
1412,200714137,Falls,no_object,laborer
1413,201262904,Falls,no_object,no_occupation
1414,202353025,Struck By Moving Objects,deck,no_occupation
1415,200231421,Falls,no_object,worker
1416,200372563,Caught in/between Objects,no_object,no_occupation
1417,201115037,Falls,steel,subcontractor
1418,201985454,Falls,no_object,no_occupation
1419,202003844,Falls,no_object,journeyman
1420,201483005,Falls,no_object,no_occupation
1421,200781136,Falls,no_object,plasterer
1422,201032786,Falls,form,carpenter
1423,201170784,Caught in/between Objects,nail-gun,laborer
1424,201560166,Falls,no_object,no_occupation
1425,201060886,Falls,no_object,worker
1426,170701270,Struck By Moving Objects,overpass,carpenter
1427,200361137,Electrocution,no_object,subcontractor
1428,202613477,Caught in/between Objects,infection,supervisor
1429,202569505,Struck By Moving Objects,trailer,coworker
1430,202718714,Struck By Moving Objects,dump,laborer
1431,202715793,Falls,building,no_occupation
1432,202561783,Falls,tree,driver
1433,202545190,Falls,frame,laborer
1434,201562873,Struck By Moving Objects,section,no_occupation
1435,202649489,Caught in/between Objects,laborer,laborer
1436,202555959,Falls,ladder,no_occupation
1437,202081824,Fires and Explosion,flash-fire,no_occupation
1438,201022217,Fires and Explosion,spider-bite,former
1439,774166,Caught in/between Objects,no_object,no_occupation
1440,200376028,Struck By Moving Objects,pole,foreman
1441,201408408,Struck By Moving Objects,sustain,foreman
1442,200375483,Electrocution,no_object,contractor
1443,314709346,Electrocution,power-line,worker
1444,200676120,Falls,derrick,no_occupation
1445,201924180,Struck By Moving Objects,exchanger,hilman
1446,201580982,Struck By Moving Objects,li,signalman
1447,200643674,Other,no_object,foreman
1448,202450359,Struck By Moving Objects,truck,coworker
1449,200513844,Struck By Moving Objects,no_object,no_occupation
1450,200623478,Falls,lift,foreman
1451,170710859,Struck By Moving Objects,stabilizer,lineman
1452,362363343,Electrocution,flash,lineman
1453,202311403,Electrocution,power-line,contractor
1454,201360757,Struck By Moving Objects,backhoe-bucket,supervisor
1455,14408223,Electrocution,power-line,digger
1456,202637237,Struck By Moving Objects,no_object,carpenter
1457,202561619,Falls,ladder,worker
1458,202657623,Falls,no_object,journeyman
1459,202553491,Falls,no_object,subcontractor
1460,202543559,Falls,ladder,installer
1461,14273452,Caught in/between Objects,detonation,no_occupation
1462,201034204,Caught in/between Objects,punch-press,ejector
1463,201283249,Struck By Moving Objects,vapor,no_occupation
1464,200033066,Struck By Moving Objects,flash-fire,owner
1465,200711141,Struck By Moving Objects,diesel-truck,coworker
1466,170853097,Caught in/between Objects,diesel-fuel,no_occupation
1467,170614507,Struck By Moving Objects,truck,worker
1468,903328,Struck By Moving Objects,no_object,no_occupation
1469,202260600,Electrocution,power-line,contractor
1470,200642148,Electrocution,power-line,conductor
1471,200001238,Electrocution,power-line,no_occupation
1472,200840684,Electrocution,power-line,foreman
1473,201360559,Electrocution,power-line,worker
1474,202288270,Caught in/between Objects,pole,commander
1475,200260305,Electrocution,power-line,conductor
1476,200052017,Struck By Moving Objects,potassium-hydroxide,worker
1477,200553204,Struck By Moving Objects,alongside-trackhoe,no_occupation
1478,200376234,Struck By Moving Objects,paving-compactor,dozier
1479,201167228,Caught in/between Objects,compactor,laborer
1480,202356663,Caught in/between Objects,trench,no_occupation
1481,201118023,Collapse of object,trench,whacker
1482,200711190,Struck By Moving Objects,trench-compactor,no_occupation
1483,14221105,Falls,compactor,sewer
1484,170751747,Struck By Moving Objects,dirt,no_occupation
1485,14497408,Other,equipment-roll,no_occupation
1486,14372981,Caught in/between Objects,no_object,no_occupation
1487,880393,Struck By Moving Objects,compacting-unit,packer
1488,170183495,Falls,roller,coowner
1489,511725,Falls,compactor,no_occupation
1490,14423784,Struck By Moving Objects,no_object,no_occupation
1491,739581,Caught in/between Objects,trench,no_occupation
1492,606863,Struck By Moving Objects,vibratory-compactor,no_occupation
1493,14195713,Caught in/between Objects,dirt-tamper,tamper
1494,202560520,Struck By Moving Objects,arc-flash,electrician
1495,200151231,Struck By Moving Objects,crane,no_occupation
1496,201859253,Struck By Moving Objects,crane,no_occupation
1497,200690733,Struck By Moving Objects,elevator-installer,coworker
1498,892588,Caught in/between Objects,no_object,no_occupation
1499,14409858,Struck By Moving Objects,wheel-fragment,no_occupation
1500,202509972,Falls,pipe,contractor
1501,201498060,Electrocution,shirt,no_occupation
1502,202544219,Caught in/between Objects,supervisor,subcontractor
1503,202554267,Falls,elevator-shaft,no_occupation
1504,202477881,Falls,dislocation,labor
1505,202471371,Falls,ladder,no_occupation
1506,201077179,Falls,no_object,supervisor
1507,202675013,Falls,no_object,roofer
1508,202556619,Falls,no_object,worker
1509,202588323,Exposure to extreme temperatures,water-pipe,no_occupation
1510,202493755,Falls,scaffold,labor
1511,202656583,Falls,ladder,plumber
1512,201496965,Caught in/between Objects,forklift-chain,dismantler
1513,202648119,Caught in/between Objects,crane,contractor
1514,202523668,Falls,no_object,painter
1515,200534485,Struck By Moving Objects,excavator,excavator
1516,201185493,Falls,no_object,laborer
1517,200375376,Struck By Moving Objects,water-truck,no_occupation
1518,200203479,Struck By Moving Objects,no_object,supervisor
1519,200812725,Struck By Moving Objects,gas,supervisor
1520,202500989,Caught in/between Objects,roller,no_occupation
1521,201363058,Caught in/between Objects,beneath-barge,no_occupation
1522,201522570,Caught in/between Objects,underwater-training,welder
1523,886812,Caught in/between Objects,diver,diver
1524,14542138,Struck By Moving Objects,lake,diver
1525,202615027,Falls,bricklayer,no_occupation
1526,200171155,Falls,no_object,coworker
1527,200361327,Falls,no_object,no_occupation
1528,202675104,Falls,ladder,sutter
1529,202614517,Electrocution,ladder,no_occupation
1530,200902609,Falls,ladder,technician
1531,202469748,Struck By Moving Objects,door-attachment,laborer
1532,200530640,Caught in/between Objects,door-opener,no_occupation
1533,200713311,Struck By Moving Objects,dozer-blade,no_occupation
1534,171057169,Struck By Moving Objects,gas-pipeline,coworker
1535,812172,Struck By Moving Objects,dozer-blade,no_occupation
1536,755348,Struck By Moving Objects,gas,contractor
1537,170210124,Struck By Moving Objects,dozer-blade,no_occupation
1538,14481980,Caught in/between Objects,dozer-blade,no_occupation
1539,763755,Caught in/between Objects,chain-chute,no_occupation
1540,202658613,Caught in/between Objects,compactor-slide,no_occupation
1541,201185949,Caught in/between Objects,hand,no_occupation
1542,200210177,Struck By Moving Objects,dragline,digger
1543,14341465,Electrocution,power-line,foreman
1544,202544508,Electrocution,wheel,whitingturner
1545,201562766,Struck By Moving Objects,vehicle,no_occupation
1546,202081303,Struck By Moving Objects,excavator,excavator
1547,200925998,Other,trench,coworker
1548,202506879,Falls,no_object,loader
1549,202422192,Struck By Moving Objects,plug,excavator
1550,202345187,Caught in/between Objects,pipe-plug,sewer
1551,200771913,Struck By Moving Objects,hot-paint,no_occupation
1552,14419154,Caught in/between Objects,storm-drain,sewer
1553,201186186,Caught in/between Objects,ceiling,no_occupation
1554,14238422,Struck By Moving Objects,drill-collar,coworker
1555,170159701,Falls,drill-collar,driver
1556,202720108,Electrocution,seepage-pit,manager
1557,201562865,Caught in/between Objects,loose-pipe,no_occupation
1558,200075224,Struck By Moving Objects,machine,no_occupation
1559,201129434,Struck By Moving Objects,machine,foreman
1560,202635108,Caught in/between Objects,drill-bit,no_occupation
1561,200074821,Caught in/between Objects,rock-fracturing,no_occupation
1562,201076700,Caught in/between Objects,no_object,no_occupation
1563,202251963,Struck By Moving Objects,pipe,driller
1564,202483814,Electrocution,power-line,worker
1565,202367579,Caught in/between Objects,drill-pipe,no_occupation
1566,200571255,Falls,drill-pipe,owner
1567,202531679,Caught in/between Objects,drill-press,no_occupation
1568,202508032,Caught in/between Objects,drill-press,no_occupation
1569,200515609,Falls,operator,contractor
1570,202494373,Struck By Moving Objects,steel-plate,no_occupation
1571,201495967,Falls,no_object,contractor
1572,200632313,Falls,rig-platform,driller
1573,313641730,Caught in/between Objects,rig,no_occupation
1574,200340925,Caught in/between Objects,rig,helper
1575,202544524,Caught in/between Objects,drill,no_occupation
1576,201204492,Struck By Moving Objects,gas-fire,excavator
1577,201072212,Struck By Moving Objects,drill-bit,carpenter
1578,201169422,Caught in/between Objects,bit,foreman
1579,202457719,Struck By Moving Objects,lift-truck,coworker
1580,201185378,Collapse of object,trench,helper
1581,202528170,Struck By Moving Objects,no_object,no_occupation
1582,201522398,Other,trench,no_occupation
1583,201093671,Falls,rig,no_occupation
1584,200625937,Falls,cofferdam,no_occupation
1585,14327472,Caught in/between Objects,drop-hammer,driver
1586,202493748,Struck By Moving Objects,excavator,owner
1587,202553277,Caught in/between Objects,no_object,worker
1588,202126520,Struck By Moving Objects,overdose,no_occupation
1589,170385496,Other,alcohol,no_occupation
1590,200641769,Falls,no_object,leader
1591,201450103,Caught in/between Objects,hoist-drum,no_occupation
1592,200370211,Struck By Moving Objects,drum-hoist,no_occupation
1593,200770147,Falls,building,no_occupation
1594,14198006,Falls,hoistline,no_occupation
1595,201024585,Falls,ladder,plumberpipefittersteamfitter
1596,202657128,Falls,heating,supervisor
1597,202673158,Falls,duct,laborer
1598,201720455,Falls,no_object,no_occupation
1599,200678621,Falls,no_object,no_occupation
1600,200203677,Falls,skyjack-lift,no_occupation
1601,202530713,Falls,lift,contractor
1602,201354123,Falls,no_object,no_occupation
1603,201127909,Falls,ceiling,no_occupation
1604,200998748,Falls,no_object,no_occupation
