,id,Cause,Object,Occupation
2073,202586962,Falls,hole,carpenter
2074,201010295,Falls,hole,contractor
2075,201331303,Falls,hole,carpenter
2076,201185816,Falls,bar-grating,contractor
2077,200785145,Falls,hole,no_occupation
2078,201509866,Falls,no_object,coworker
2079,202715751,Falls,no_object,contractor
2080,202545448,Falls,heel,carpenter
2081,202545307,Falls,no_object,no_occupation
2082,201186632,Caught in/between Objects,no_object,fitter
2083,202656955,Falls,no_object,framer
2084,200691137,Falls,no_object,laborer
2085,202634887,Falls,no_object,no_occupation
2086,201089810,Other,sand,contractor
2087,200531804,Falls,gravel-bin,no_occupation
2088,201079373,Falls,no_object,no_occupation
2089,201408655,Caught in/between Objects,no_object,laborer
2090,202658167,Caught in/between Objects,pipe,no_occupation
2091,202523445,Falls,ladder,no_occupation
2092,201185584,Falls,tar,coworker
2093,200824555,Falls,height,washer
2094,202466694,Collapse of object,no_object,supervisor
2095,200531002,Other,no_object,no_occupation
2096,200513760,Struck By Moving Objects,no_object,no_occupation
2097,200772986,Caught in/between Objects,footing,worker
2098,201521788,Falls,ladder,no_occupation
2099,200526853,Falls,fosig-footing,roofer
2100,202458899,Falls,no_object,no_occupation
2101,201615390,Falls,no_object,fackler
2102,202658357,Struck By Moving Objects,painter,painter
2103,202544797,Falls,ladder,contractor
2104,202587804,Falls,no_object,coworker
2105,202653838,Falls,no_object,no_occupation
2106,202531109,Other,heart-attack,foreman
2107,202587242,Falls,no_object,no_occupation
2108,200542009,Falls,stroke,worker
2109,202526778,Struck By Moving Objects,forming-machine,no_occupation
2110,200550515,Caught in/between Objects,no_object,worker
2111,201203510,Falls,no_object,coworker
2112,201168770,Falls,no_object,subcontractor
2113,202441580,Falls,no_object,no_occupation
2114,200373330,Falls,no_object,no_occupation
2115,170626469,Falls,no_object,carpenter
2116,201038882,Struck By Moving Objects,freon,no_occupation
2117,200631315,Struck By Moving Objects,heat-pump,coworker
2118,201772662,Struck By Moving Objects,no_object,no_occupation
2119,170358378,Caught in/between Objects,leak,heavier
2120,200535995,Falls,wood,driver
2121,201079548,Caught in/between Objects,steer-bucket,sewer
2122,202543823,Caught in/between Objects,no_object,breaker
2123,202543187,Caught in/between Objects,loader-rollover,loader
2124,201925559,Struck By Moving Objects,end-loader,loader
2125,202521530,Struck By Moving Objects,truck,loader
2126,200053940,Struck By Moving Objects,end-loader,owner
2127,201523958,Falls,ladder,no_occupation
2128,202088498,Falls,icy,boger
2129,202488128,Struck By Moving Objects,truck,no_occupation
2130,201508249,Falls,no_object,technician
2131,200612760,Falls,no_object,onequarter
2132,202506325,Falls,no_object,framer
2133,201371259,Falls,frost,no_occupation
2134,202365631,Drowning,no_object,no_occupation
2135,201522604,Falls,icy,no_occupation
2136,200542124,Struck By Moving Objects,fuel-tank,no_occupation
2137,201065299,Struck By Moving Objects,tractor-engine,no_occupation
2138,200920825,Struck By Moving Objects,boiler,coworker
2139,200052405,Caught in/between Objects,no_object,supervisor
2140,170838346,Struck By Moving Objects,truck,no_occupation
2141,200900959,Struck By Moving Objects,fuel-truck,no_occupation
2142,200022432,Struck By Moving Objects,fuel-truck,laborer
2143,202086575,Struck By Moving Objects,carbon-monoxide,no_occupation
2144,200632412,Falls,no_object,laborer
2145,200090611,Struck By Moving Objects,gantry-crane,no_occupation
2146,202544987,Struck By Moving Objects,gas-fire,timer
2147,201123445,Struck By Moving Objects,gas-stove,no_occupation
2148,201077609,Struck By Moving Objects,gas,contractor
2149,200556504,Other,no_object,responder
2150,14414882,Struck By Moving Objects,carbon,welder
2151,14393979,Caught in/between Objects,fighting-fire,welder
2152,201923554,Struck By Moving Objects,no_object,no_occupation
2153,201114386,Caught in/between Objects,cap,foreman
2154,200771426,Caught in/between Objects,concrete-pipe,no_occupation
2155,202313011,Struck By Moving Objects,kettle-gasket,coworker
2156,202654927,Struck By Moving Objects,vehicle,coworker
2157,200514537,Struck By Moving Objects,pole,no_occupation
2158,200271427,Falls,tower,no_occupation
2159,306018888,Falls,tower,no_occupation
2160,202317434,Falls,tower,no_occupation
2161,200641751,Falls,tower,foreman
2162,200780120,Caught in/between Objects,tower,no_occupation
2163,170084206,Falls,tower,no_occupation
2164,855718,Falls,tower,climber
2165,14371298,Falls,pole-derrick,no_occupation
2166,14371272,Falls,tower,coworker
2167,170210603,Falls,pole,no_occupation
2168,958298,Falls,tower,no_occupation
2169,202033940,Struck By Moving Objects,machine,no_occupation
2170,201763315,Falls,girder,supervisor
2171,201321353,Collapse of object,no_object,no_occupation
2172,200555407,Falls,no_object,carpenter
2173,200604049,Struck By Moving Objects,no_object,coworker
2174,202516399,Falls,bridge-building,no_occupation
2175,201762580,Struck By Moving Objects,steel-girder,ironworker
2176,200032498,Other,bridge,worker
2177,201177623,Struck By Moving Objects,lift,no_occupation
2178,201407160,Falls,girder,no_occupation
2179,170843643,Caught in/between Objects,beam,ironworker
2180,200602894,Struck By Moving Objects,glass,coworker
2181,200781029,Falls,glass,no_occupation
2182,170825848,Struck By Moving Objects,glass,installer
2183,170205066,Falls,glass,laborer
2184,14534887,Struck By Moving Objects,window-glass,no_occupation
2185,202588497,Falls,curb,no_occupation
2186,202686796,Struck By Moving Objects,machine,planer
2187,202045217,Falls,no_object,coworker
2188,201147402,Falls,no_object,carpenter
2189,202627865,Falls,golf-cart,contractor
2190,202457818,Electrocution,heat,worker
2191,202655353,Struck By Moving Objects,motor-grader,contractor
2192,200264299,Struck By Moving Objects,grader,coworker
2193,202553079,Struck By Moving Objects,drum-roller,no_occupation
2194,200264042,Struck By Moving Objects,road-grader,coworker
2195,200023729,Struck By Moving Objects,machine,no_occupation
2196,202561056,Struck By Moving Objects,motor-grader,no_occupation
2197,202080610,Struck By Moving Objects,grader,coworker
2198,200644821,Struck By Moving Objects,scraper,subcontractor
2199,202088621,Collapse of object,grain-elevator,no_occupation
2200,200073088,Other,surface,coworker
2201,201250131,Falls,no_object,no_occupation
2202,201068053,Caught in/between Objects,highway-inspector,engineer
2203,201562923,Struck By Moving Objects,exploding-tank,welder
2204,170627491,Caught in/between Objects,tool,worker
2205,201022423,Caught in/between Objects,disc,no_occupation
2206,200677912,Electrocution,arc-welder,mechanic
2207,200831188,Electrocution,power-line,contractor
2208,202495404,Caught in/between Objects,joist,laborer
2209,200758076,Caught in/between Objects,fault,no_occupation
2210,200926020,Struck By Moving Objects,no_object,no_occupation
2211,200374684,Struck By Moving Objects,wire,coworker
2212,200610988,Exposure to extreme temperatures,power-line,contractor
2213,201031861,Electrocution,power-line,no_occupation
2214,201943081,Falls,no_object,contractor
2215,201408614,Falls,no_object,no_occupation
2216,201129640,Falls,painter,painter
2217,202588232,Falls,no_object,carpenter
2218,202657367,Struck By Moving Objects,no_object,no_occupation
2219,201044922,Falls,no_object,no_occupation
2220,202713657,Caught in/between Objects,nail-gun,framer
2221,200626745,Falls,lift,lineman
2222,200212496,Falls,tower,supervisor
2223,202486148,Struck By Moving Objects,no_object,foreman
2224,200531945,Struck By Moving Objects,lift-bucket,coworker
2225,201044278,Struck By Moving Objects,truck,pittman
2226,201562022,Struck By Moving Objects,loader,loader
2227,200631646,Struck By Moving Objects,dump-truck,coworker
2228,202078820,Struck By Moving Objects,rolling-truck,driver
2229,202465043,Caught in/between Objects,forklift,supervisor
2230,200023109,Struck By Moving Objects,excavator,excavator
2231,201042199,Electrocution,power-line,coworker
2232,202344230,Struck By Moving Objects,rolling-truck,no_occupation
2233,201856671,Struck By Moving Objects,trailer,no_occupation
2234,200980183,Struck By Moving Objects,truck,no_occupation
2235,201074820,Struck By Moving Objects,machine,driver
2236,200784437,Caught in/between Objects,beam,platformscissor
2237,202654786,Caught in/between Objects,staple-gun,worker
2238,202545604,Caught in/between Objects,skilsaw,no_occupation
2239,200775732,Caught in/between Objects,dock-plate,no_occupation
2240,202467288,Caught in/between Objects,come,no_occupation
2241,201181559,Falls,no_object,foreman
2242,200552172,Struck By Moving Objects,joist,contractor
2243,170871776,Struck By Moving Objects,come,no_occupation
2244,202328720,Caught in/between Objects,no_object,no_occupation
2245,200963718,Falls,come,no_occupation
2246,201760618,Falls,level,no_occupation
2247,201401114,Caught in/between Objects,property-damage,no_occupation
2248,170086649,Struck By Moving Objects,winch-setup,no_occupation
2249,774489,Falls,elevator-shaft,no_occupation
2250,14396337,Electrocution,power-line,worker
2251,200375848,Falls,no_object,carpenter
2252,201273109,Falls,water-tank,coworker
2253,200613305,Falls,no_object,no_occupation
2254,201127370,Caught in/between Objects,landscape-project,no_occupation
2255,202658175,Falls,insulation,supervisor
2256,200626810,Struck By Moving Objects,tractor-trailer,no_occupation
2257,200542140,Struck By Moving Objects,plank,contractor
2258,201496932,Falls,no_object,no_occupation
2259,200713378,Falls,hatch,foreman
2260,202448189,Falls,no_object,no_occupation
2261,202539334,Falls,hatch,foreman
2262,170762793,Struck By Moving Objects,crane-manbasket,foreman
2263,201091428,Caught in/between Objects,no_object,no_occupation
2264,202718748,Falls,no_object,welder
2265,202483673,Falls,no_object,coworker
2266,202448064,Falls,headache-ball,foreman
2267,200530731,Falls,tower-site,no_occupation
2268,170842553,Caught in/between Objects,no_object,no_occupation
2269,201750601,Struck By Moving Objects,crane,no_occupation
2270,201402690,Falls,no_object,no_occupation
2271,201061306,Falls,beam,worker
2272,14479869,Struck By Moving Objects,ball,no_occupation
2273,170737779,Caught in/between Objects,no_object,coworker
2274,800334,Caught in/between Objects,headache-ball,no_occupation
2275,14506984,Falls,no_object,no_occupation
2276,202657847,Caught in/between Objects,no_object,no_occupation
2277,200084028,Struck By Moving Objects,excavator,excavator
2278,202466835,Falls,no_object,labor
2279,200643617,Struck By Moving Objects,motor-grader,coworker
2280,200812196,Struck By Moving Objects,arc-flash,helper
2281,202463527,Falls,ladder,foreman
2282,201523677,Falls,ladder,contractor
2283,202494134,Falls,ladder,coworker
2284,200530632,Caught in/between Objects,hvac-unit,no_occupation
2285,202523122,Electrocution,drywall,laborer
2286,202652434,Struck By Moving Objects,working,contractor
2287,202478459,Caught in/between Objects,stroke,no_occupation
2288,200923514,Struck By Moving Objects,water-heater,no_occupation
2289,202492286,Caught in/between Objects,no_object,helper
2290,200841963,Other,form,supervisor
2291,202552493,Falls,plumber,plumber
2292,202542023,Electrocution,electrocution,laborer
2293,201167772,Falls,no_object,no_occupation
2294,201408457,Falls,no_object,owner
2295,201320439,Other,no_object,worker
2296,202519443,Caught in/between Objects,no_object,no_occupation
2297,202529137,Falls,no_object,supervisor
2298,202526976,Falls,scissor-lift,electrician
2299,201060316,Caught in/between Objects,no_object,no_occupation
2300,202570024,Struck By Moving Objects,hydroblaster,hydroblaster
2301,201407822,Struck By Moving Objects,gas-pipeline,no_occupation
2302,202362935,Caught in/between Objects,water,no_occupation
2303,201487907,Caught in/between Objects,plumber,plumber
2304,170111215,Struck By Moving Objects,transmission,ripper
2305,170199293,Caught in/between Objects,steel-pipe,no_occupation
2306,170191639,Caught in/between Objects,test-plug,foreman
2307,777540,Caught in/between Objects,water,no_occupation
2308,201562915,Falls,no_object,no_occupation
2309,200626851,Falls,no_object,no_occupation
2310,200626844,Falls,no_object,no_occupation
2311,200922227,Struck By Moving Objects,tractor-trailer,no_occupation
2312,200042083,Struck By Moving Objects,vehicle,no_occupation
2313,202567590,Struck By Moving Objects,vehicle,driver
2314,201186897,Falls,no_object,journeyman
2315,201497880,Falls,ladder,contractor
2316,200626646,Caught in/between Objects,no_object,coworker
2317,202587457,Caught in/between Objects,break,excavator
2318,201128345,Falls,elevator-shaft,foreman
2319,202470449,Caught in/between Objects,failure,laborer
2320,200776094,Falls,sandbag,victor
2321,202342234,Caught in/between Objects,hoist-tower,coworker
2322,200340818,Caught in/between Objects,point,no_occupation
2323,200170868,Falls,move-mold,no_occupation
2324,200675692,Falls,no_object,no_occupation
2325,201343431,Falls,no_object,no_occupation
2326,202555439,Falls,hopper,no_occupation
2327,200462638,Struck By Moving Objects,hopper-door,sweeper
2328,200675460,Struck By Moving Objects,grader,no_occupation
2329,200673937,Struck By Moving Objects,road-grader,loader
2330,201353455,Caught in/between Objects,retention-pond,wager
2331,202506184,Falls,metal-gate,no_occupation
2332,200823425,Falls,platform,no_occupation
2333,202357877,Falls,trench,no_occupation
2334,201020716,Struck By Moving Objects,vehicle,driver
2335,200830909,Struck By Moving Objects,forklift,no_occupation
2336,201166816,Falls,no_object,no_occupation
2337,201119682,Struck By Moving Objects,nail-gun,foreman
2338,202543401,Struck By Moving Objects,hot-asphalt,contractor
2339,201495702,Struck By Moving Objects,liquid,contractor
2340,201494549,Struck By Moving Objects,asphalt,supervisor
2341,201074424,Falls,asphalt,no_occupation
2342,202598363,Caught in/between Objects,asphalt,contractor
2343,202597712,Caught in/between Objects,asphalt,no_occupation
2344,202563284,Falls,trip,laborer
2345,202563250,Struck By Moving Objects,tar,roofer
2346,202487799,Struck By Moving Objects,asphalt,coworker
2347,201021391,Struck By Moving Objects,hot-asphalt,roofer
2348,202474524,Other,repairing,twelveman
2349,202613956,Struck By Moving Objects,tar,no_occupation
2350,202601225,Struck By Moving Objects,tar,contractor
2351,202550299,Struck By Moving Objects,tar,contractor
2352,201183902,Struck By Moving Objects,roofing-material,inspector
2353,201507316,Falls,tar-kettle,no_occupation
2354,202316485,Falls,tar,no_occupation
2355,201148491,Struck By Moving Objects,tar,supervisor
2356,202014379,Falls,no_object,no_occupation
2357,202443537,Struck By Moving Objects,tar,contractor
2358,201179165,Struck By Moving Objects,roofing-job,no_occupation
2359,201182748,Struck By Moving Objects,tar,no_occupation
2360,202315651,Struck By Moving Objects,tar,roofer
2361,200643310,Falls,no_object,roofer
2362,201522539,Struck By Moving Objects,tar,diverter
2363,202479176,Struck By Moving Objects,water,coworker
2364,201486248,Struck By Moving Objects,water,refiner
2365,201185337,Falls,no_object,contractor
2366,200626620,Falls,no_object,no_occupation
2367,202220620,Struck By Moving Objects,no_object,no_occupation
2368,202346524,Caught in/between Objects,no_object,no_occupation
2369,201797297,Struck By Moving Objects,crane,rigger
2370,201925112,Struck By Moving Objects,hold,coworker
2371,200170777,Falls,elevator,coworker
2372,201794245,Other,elevator,no_occupation
2373,14354773,Struck By Moving Objects,no_object,no_occupation
2374,310100086,Struck By Moving Objects,paver,aver
2375,200083806,Struck By Moving Objects,fire-ball,no_occupation
2376,200555977,Falls,motor,no_occupation
2377,200033488,Caught in/between Objects,jack,no_occupation
2378,201078615,Falls,no_object,inspector
2379,201510930,Falls,no_object,driver
2380,200802213,Struck By Moving Objects,owner,owner
2381,202487294,Struck By Moving Objects,excavator,laborer
2382,201066073,Struck By Moving Objects,trench-cave,supervisor
2383,300862562,Caught in/between Objects,chest,no_occupation
2384,201570157,Struck By Moving Objects,dump-truck,no_occupation
2385,202448247,Struck By Moving Objects,paver,engineer
2386,200851640,Other,platform,no_occupation
2387,202545125,Electrocution,trench-shore,plumber
2388,200556603,Caught in/between Objects,hammer,no_occupation
2389,202528923,Caught in/between Objects,no_object,no_occupation
2390,202485108,Caught in/between Objects,fluid,no_occupation
2391,200923472,Struck By Moving Objects,chemical,driver
2392,200332104,Caught in/between Objects,sewer,no_occupation
2393,200925485,Caught in/between Objects,sulfide,foreman
2394,200623726,Struck By Moving Objects,fluoride-gas,no_occupation
2395,200623718,Struck By Moving Objects,fluoride-gas,no_occupation
2396,200340750,Struck By Moving Objects,sulfide-gas,no_occupation
2397,14337026,Struck By Moving Objects,idler-wheel,excavator
2398,202568903,Struck By Moving Objects,monoxide-poisoning,coworker
2399,201023108,Other,no_object,multiemployer
2400,200033017,Struck By Moving Objects,manhole,foreman
2401,14367346,Struck By Moving Objects,monoxide,owner
2402,170702674,Caught in/between Objects,trichloroethane,planter
2403,202545158,Struck By Moving Objects,stain-blocker,no_occupation
2404,202469052,Struck By Moving Objects,flash-fire,no_occupation
2405,200023679,Struck By Moving Objects,tank,no_occupation
2406,202502480,Struck By Moving Objects,fire,no_occupation
2407,201073301,Struck By Moving Objects,chain-saw,no_occupation
2408,200212421,Struck By Moving Objects,gas,no_occupation
2409,202509709,Struck By Moving Objects,nail-gun,no_occupation
2410,202544615,Struck By Moving Objects,rebar,contractor
2411,201128626,Caught in/between Objects,nail-gun,carpenter
2412,202368981,Struck By Moving Objects,rebar,loader
2413,200462653,Falls,no_object,no_occupation
2414,202508420,Caught in/between Objects,nail-gun,no_occupation
2415,14240600,Falls,slag,no_occupation
2416,202715611,Struck By Moving Objects,shoulder,contractor
2417,202544490,Falls,particle,contractor
2418,200758571,Struck By Moving Objects,conductor,conductor
2419,201065729,Electrocution,power-line,journeyman
2420,202064168,Electrocution,power-line,contractor
2421,955963,Electrocution,power-line,conductor
2422,202317053,Electrocution,power-line,journeyman
2423,200711364,Electrocution,power-line,contractor
2424,201750486,Electrocution,power-line,worker
2425,200030963,Electrocution,power-line,journeyman
2426,101350643,Electrocution,power-line,conductor
2427,200780245,Electrocution,power-line,no_occupation
2428,200961795,Electrocution,power-line,coworker
2429,201040334,Electrocution,power-line,conductor
2430,200940070,Electrocution,power-line,worker
2431,688044,Electrocution,power-line,conductor
2432,202493045,Falls,metal-decking,contractor
2433,200625341,Caught in/between Objects,cinder,foreman
2434,200902344,Struck By Moving Objects,tire,no_occupation
2435,316818327,Caught in/between Objects,failure,worker
2436,202363297,Caught in/between Objects,wire,foreman
2437,202465266,Caught in/between Objects,breaker-panel,journeyman
2438,201148244,Electrocution,hvac-capacitor,no_occupation
2439,200758266,Other,pump-switch,no_occupation
2440,202359691,Caught in/between Objects,box,engineer
2441,201506268,Struck By Moving Objects,circuit,no_occupation
2442,202315560,Caught in/between Objects,switchboard,coworker
2443,201020310,Falls,area,foreman
2444,201202645,Struck By Moving Objects,no_object,coworker
2445,201155868,Caught in/between Objects,circuit-panel,technician
2446,201281342,Struck By Moving Objects,fixture,feeder
2447,202074928,Struck By Moving Objects,busbar,breaker
2448,170871917,Struck By Moving Objects,panel,breaker
2449,304413826,Caught in/between Objects,busbar,electrician
2450,201622289,Caught in/between Objects,arc-flash,no_occupation
2451,201069853,Falls,stairwell,no_occupation
2452,202023339,Struck By Moving Objects,no_object,worker
2453,201094893,Caught in/between Objects,no_object,no_occupation
2454,170008007,Struck By Moving Objects,attack,coworker
2455,201064219,Caught in/between Objects,belt,banker
2456,201361300,Electrocution,power-line,no_occupation
2457,201501640,Falls,stairwell-landing,no_occupation
2458,202607057,Caught in/between Objects,container,driver
2459,202014833,Caught in/between Objects,container,no_occupation
2460,201615218,Electrocution,sign,no_occupation
2461,200012631,Struck By Moving Objects,drunk,laborer
2462,201352994,Falls,intoxication,cleanser
2463,201178068,Struck By Moving Objects,vehicle-crash,driver
2464,201078862,Falls,no_object,ironworker
2465,202544276,Falls,rebar-cage,worker
2466,202317996,Falls,flange-beam,ironworker
2467,201077260,Falls,ladder,contractor
2468,202543591,Falls,erecting-beam,worker
2469,201408366,Falls,no_object,no_occupation
2470,202477295,Struck By Moving Objects,steel-beam,driver
2471,201763778,Falls,no_object,supervisor
2472,202491080,Falls,no_object,no_occupation
2473,201363447,Struck By Moving Objects,lift,ironworker
2474,202023727,Falls,beam,worker
2475,201408432,Struck By Moving Objects,tractor-backhoe,coworker
2476,202468195,Falls,trench,foreman
2477,200373348,Struck By Moving Objects,trench-cave,no_occupation
2478,201102266,Caught in/between Objects,isocyanate,no_occupation
2479,201261104,Struck By Moving Objects,no_object,stripper
2480,869404,Caught in/between Objects,primer,supervisor
2481,14320360,Caught in/between Objects,container,no_occupation
2482,202479192,Falls,bobcat-bucket,no_occupation
2483,201044724,Struck By Moving Objects,heart-attack,supervisor
2484,202634762,Caught in/between Objects,no_object,no_occupation
2485,314406455,Struck By Moving Objects,jackhammer,no_occupation
2486,201321734,Other,trench,coworker
2487,200033736,Caught in/between Objects,rebar,coworker
2488,202551883,Struck By Moving Objects,no_object,sewer
2489,202550133,Falls,no_object,coworker
2490,202517827,Caught in/between Objects,jackhammer,no_occupation
2491,202503280,Caught in/between Objects,brick,foreman
2492,202422200,Caught in/between Objects,dehydration,worker
2493,200774883,Struck By Moving Objects,drill-bit,conductor
2494,202465035,Caught in/between Objects,jackhammer,foreman
2495,202473419,Caught in/between Objects,trench-cave,laborer
2496,200644854,Struck By Moving Objects,crane,no_occupation
2497,202609905,Struck By Moving Objects,crane,helper
2498,201763166,Struck By Moving Objects,jib,no_occupation
2499,202505731,Struck By Moving Objects,no_object,laborer
2500,202454278,Caught in/between Objects,jib,carpenter
2501,200783686,Struck By Moving Objects,jib-crane,coworker
2502,201504909,Falls,jib,coworker
2503,201406873,Struck By Moving Objects,crane,no_occupation
2504,201024684,Falls,no_object,carter
2505,202556973,Falls,no_object,journeyman
2506,202554523,Falls,plate,no_occupation
2507,200357440,Falls,no_object,coworker
2508,201128535,Falls,beam,no_occupation
2509,202626578,Falls,no_object,supervisor
2510,201622495,Struck By Moving Objects,dump-truck,no_occupation
2511,201773074,Caught in/between Objects,barge,coworker
2512,202366639,Struck By Moving Objects,crash,no_occupation
2513,202045027,Struck By Moving Objects,truck,owner
2514,201923232,Struck By Moving Objects,backhoe,no_occupation
2515,170896724,Struck By Moving Objects,start,supervisor
2516,202530457,Caught in/between Objects,equipment,laborer
2517,171044423,Caught in/between Objects,machinery,no_occupation
2518,170164255,Caught in/between Objects,no_object,driller
2519,201129848,Caught in/between Objects,saw,no_occupation
2520,202674693,Struck By Moving Objects,saw,no_occupation
2521,202655460,Electrocution,dehydration,plumber
2522,202492401,Struck By Moving Objects,vehicle,laborer
2523,202490934,Caught in/between Objects,tree,worker
2524,201523628,Caught in/between Objects,no_object,coworker
2525,202612198,Falls,kidney,no_occupation
2526,200775906,Falls,no_object,no_occupation
2527,202317707,Falls,no_object,welder
2528,202653242,Falls,no_object,contractor
2529,201204989,Falls,no_object,roofer
2530,201129863,Caught in/between Objects,saw,sewer
2531,202551156,Struck By Moving Objects,spray,painter
2532,202539821,Struck By Moving Objects,liquid-fire,supervisor
2533,201183001,Caught in/between Objects,thinner,foremanpainter
2534,200812022,Struck By Moving Objects,paint,painter
2535,200811990,Struck By Moving Objects,lacquer,owner
2536,201272051,Struck By Moving Objects,flash-fire,no_occupation
2537,201035490,Struck By Moving Objects,fire,owner
2538,200994770,Struck By Moving Objects,truck,driver
2539,201057031,Struck By Moving Objects,acetylene-torch,grossman
2540,200782514,Struck By Moving Objects,lacquer,no_occupation
2541,170896781,Caught in/between Objects,flash-fire,owner
2542,201310638,Caught in/between Objects,no_object,no_occupation
2543,171060874,Struck By Moving Objects,no_object,no_occupation
2544,200711034,Struck By Moving Objects,lacquer,worker
2545,170843072,Caught in/between Objects,booth,contractor
2546,14505580,Struck By Moving Objects,flash-fire,no_occupation
2547,200052900,Falls,ladder,no_occupation
2548,202352183,Falls,knee,owner
2549,201094919,Falls,no_object,installer
2550,170718613,Falls,no_object,coworker
2551,201170602,Falls,no_object,no_occupation
2552,170210264,Falls,ladder,schiffer
2553,14196497,Falls,metal-ladder,no_occupation
2554,200926368,Falls,walk-board,no_occupation
2555,200776615,Falls,jack-scaffold,worker
2556,200776128,Falls,jack-scaffold,no_occupation
2557,202612297,Falls,no_object,coworker
2558,200775716,Falls,jack-scaffold,no_occupation
2559,202549622,Falls,no_object,supervisor
2560,202540332,Falls,ladder,contractor
2561,200775534,Falls,jack-scaffold,no_occupation
2562,200775351,Falls,jack-scaffold,no_occupation
2563,201262383,Falls,arrhythmia,no_occupation
2564,200775435,Falls,no_object,no_occupation
2565,200309409,Falls,no_object,no_occupation
2566,201637832,Falls,jack-scaffold,no_occupation
2567,202448171,Falls,no_object,no_occupation
2568,200612653,Falls,ladderjack-scaffold,no_occupation
2569,201636990,Falls,jack-scaffold,no_occupation
2570,201203650,Falls,jack-scaffold,coworker
2571,202562609,Falls,truck,driver
2572,171112006,Struck By Moving Objects,trench-cave,christopher
2573,200514289,Caught in/between Objects,conveyor-belt,conveyer
2574,201077807,Falls,transmission-tower,no_occupation
2575,201058419,Falls,no_object,no_occupation
2576,201077120,Caught in/between Objects,saw,coworker
2577,202014536,Struck By Moving Objects,manlift,no_occupation
2578,202356952,Falls,no_object,coworker
2579,201181880,Falls,no_object,driver
2580,201360880,Struck By Moving Objects,sepsis,no_occupation
2581,201100831,Caught in/between Objects,beam,contractor
2582,202654422,Falls,no_object,no_occupation
2583,202507836,Falls,no_object,no_occupation
2584,200802122,Falls,steel,worker
2585,202563847,Falls,metal-decking,no_occupation
2586,201184009,Falls,building,foremanelectrician
2587,202078770,Falls,deck,foreman
2588,201507159,Falls,no_object,foreman
2589,201504735,Falls,no_object,roofer
2590,201144904,Falls,no_object,no_occupation
2591,201116381,Falls,no_object,no_occupation
2592,200642742,Falls,no_object,no_occupation
2593,100354828,Falls,no_object,no_occupation
2594,200901064,Falls,no_object,no_occupation
2595,200642072,Falls,hole,no_occupation
2596,171010200,Falls,no_object,no_occupation
2597,303383012,Falls,no_object,no_occupation
2598,201112687,Falls,deck,no_occupation
2599,202312468,Falls,deck,no_occupation
2600,200540631,Struck By Moving Objects,failure,no_occupation
2601,724930,Struck By Moving Objects,no_object,no_occupation
2602,14518641,Struck By Moving Objects,pneumophila,doctor
2603,201450756,Falls,river,fisherman
2604,202106068,Falls,river,laborer
2605,200054179,Falls,sewer-digester,digester
2606,200462604,Falls,no_object,roofer
2607,202612537,Falls,no_object,foreman
2608,202080800,Falls,decking,no_occupation
2609,200691046,Falls,scaffold,no_occupation
2610,202568614,Falls,bridge,no_occupation
2611,200998631,Falls,water-tower,welder
2612,200998615,Falls,no_object,no_occupation
2613,202251765,Falls,no_object,coworker
2614,201183753,Caught in/between Objects,metal-frame,foreman
2615,201507522,Falls,no_object,laborer
2616,201763893,Falls,circuit,no_occupation
2617,202252003,Electrocution,power-line,no_occupation
2618,200462299,Electrocution,no_object,no_occupation
2619,202079380,Electrocution,power-line,worker
2620,200677110,Struck By Moving Objects,landscaping,no_occupation
2621,202472296,Struck By Moving Objects,ceiling-fixture,journeyman
2622,200102978,Struck By Moving Objects,no_object,no_occupation
2623,201924313,Struck By Moving Objects,no_object,electrician
2624,200713303,Struck By Moving Objects,ceiling,no_occupation
2625,201021326,Electrocution,power-line,contractor
2626,202453866,Caught in/between Objects,fixture,foreman
2627,202516092,Electrocution,power-line,no_occupation
2628,200676609,Struck By Moving Objects,no_object,electrician
2629,202078028,Electrocution,power-line,conductor
2630,201362837,Struck By Moving Objects,fixture,electrician
2631,201773686,Electrocution,lightning-strike,no_occupation
2632,200264265,Falls,no_object,subcontractor
2633,201924925,Electrocution,no_object,foreman
2634,200374809,Falls,no_object,no_occupation
2635,200356293,Falls,no_object,owner
2636,201282753,Electrocution,strike,thunder
2637,200676765,Electrocution,no_object,laborer
2638,123273641,Electrocution,power-line,painter
2639,171017163,Electrocution,power-line,conductor
2640,818047,Falls,platform,no_occupation
2641,14218945,Electrocution,power-line,worker
2642,761429,Falls,lightning-rod,no_occupation
2643,14562573,Electrocution,power-line,contractor
2644,14467674,Electrocution,power-line,conductor
2645,201321320,Falls,platform,no_occupation
2646,200211175,Struck By Moving Objects,truck,driver
2647,200462356,Caught in/between Objects,lift,foreman
2648,201350667,Falls,platform,no_occupation
2649,200452720,Falls,no_object,sewer
2650,201363140,Struck By Moving Objects,pressure-hose,no_occupation
2651,200602548,Struck By Moving Objects,pipe,laborer
2652,201073483,Caught in/between Objects,pipe-fitting,owner
2653,200711059,Struck By Moving Objects,pipe,no_occupation
2654,200672368,Struck By Moving Objects,pipe-section,honor
2655,170872667,Caught in/between Objects,delivery-pipe,roofer
2656,200783249,Other,cabinet,conductor
2657,200780880,Electrocution,power-line,foreman
2658,201350485,Electrocution,power-line,supervisor
2659,170577688,Electrocution,power-line,contractor
2660,882647,Electrocution,power-line,worker
2661,200998524,Caught in/between Objects,beam,no_occupation
